step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1805,612008,14440,0.0775318591697186,1.0,1.0,,,
1806,612208,14448,0.10057742462372528,1.0,1.0,,,
1807,612408,14456,0.10163206094826051,0.875,0.9803921568627451,,,
1808,612672,14464,0.09712305754092558,1.0,1.0,,,
1809,612872,14472,0.13096780513605258,0.875,0.9814814814814815,,,
1810,613072,14480,0.07824538577343698,0.875,0.9787234042553191,,,
1811,613528,14488,0.0671500299231158,1.0,1.0,,,
1812,613856,14496,0.07317632890907808,0.875,0.9761904761904762,,,
1813,614248,14504,0.07598840700762687,1.0,1.0,,,
1814,614576,14512,0.08653711459941527,0.75,0.9565217391304348,,,
1815,614968,14520,0.0763645414237785,0.875,0.9807692307692307,0.11558934412087454,0.75,0.9629629629629629
1816,615168,14528,0.08295014747171355,1.0,1.0,,,
1817,615624,14536,0.07853903270806574,0.875,0.9803921568627451,,,
1818,615952,14544,0.06857539380643371,1.0,1.0,,,
1819,616344,14552,0.06410506688588778,1.0,1.0,,,
1820,616672,14560,0.07315134504606147,0.875,0.9795918367346939,,,
1821,617000,14568,0.060339740490851536,1.0,1.0,,,
1822,617328,14576,0.07304743744362362,1.0,1.0,,,
1823,617592,14584,0.06711777756970108,0.875,0.9761904761904762,,,
1824,617856,14592,0.10686545435299681,1.0,1.0,,,
1825,618120,14600,0.11827413060429286,1.0,1.0,,,
1826,618576,14608,0.06255332560168213,0.875,0.9821428571428571,,,
1827,618904,14616,0.11815871900956121,0.875,0.9661016949152542,,,
1828,619296,14624,0.0717639198753194,1.0,1.0,,,
1829,619624,14632,0.06709883894899735,1.0,1.0,,,
1830,619952,14640,0.06403830952854588,1.0,1.0,,,
1831,620280,14648,0.07048797146651287,1.0,1.0,,,
1832,620480,14656,0.12193071642461888,0.75,0.95,,,
1833,620744,14664,0.10856542638522697,0.75,0.9649122807017544,,,
1834,621008,14672,0.0719853927844916,0.875,0.9777777777777777,,,
1835,621208,14680,0.11863470582027702,0.75,0.9649122807017544,,,
1836,621408,14688,0.09902029653608385,0.875,0.98,,,
1837,621672,14696,0.10366167434067322,1.0,1.0,,,
1838,622064,14704,0.08796510157126534,0.75,0.9672131147540983,,,
1839,622392,14712,0.05700292817674396,1.0,1.0,,,
1840,622784,14720,0.07874263004837682,0.875,0.9743589743589743,,,
1841,622984,14728,0.12092823318506592,0.875,0.975609756097561,,,
1842,623248,14736,0.12516129059472744,0.75,0.96,,,
1843,623640,14744,0.08632873558909704,1.0,1.0,,,
1844,624096,14752,0.07082721485936118,0.875,0.975609756097561,,,
1845,624744,14760,0.07529387391171243,1.0,1.0,,,
1846,625328,14768,0.06107486093366675,1.0,1.0,,,
1847,625528,14776,0.08587926629219873,1.0,1.0,,,
1848,625856,14784,0.10266404020829781,1.0,1.0,,,
1849,626312,14792,0.06850879899400784,0.875,0.984375,,,
1850,626576,14800,0.10042805815428099,0.875,0.9791666666666666,,,
1851,626776,14808,0.13388949912499146,0.75,0.9583333333333334,,,
1852,627104,14816,0.06298366369400783,0.875,0.9807692307692307,,,
1853,627496,14824,0.05504399351001701,0.875,0.9814814814814815,,,
1854,627824,14832,0.06256263589348238,0.875,0.9827586206896551,,,
1855,628152,14840,0.07698594143374238,0.875,0.975,,,
1856,628352,14848,0.09429496968463147,0.75,0.9318181818181818,,,
1857,628552,14856,0.09498726217779468,1.0,1.0,,,
1858,628880,14864,0.06975709622530424,0.875,0.9787234042553191,,,
1859,629144,14872,0.08612398341226549,0.875,0.9803921568627451,,,
1860,629344,14880,0.10588387775854785,0.875,0.9777777777777777,,,
1861,629608,14888,0.06554912305672315,1.0,1.0,,,
1862,630128,14896,0.05610776486162497,1.0,1.0,,,
1863,630520,14904,0.07695053846936495,1.0,1.0,,,
1864,631232,14912,0.04297172271169439,1.0,1.0,,,
1865,631560,14920,0.05596165791764194,1.0,1.0,,,
1866,631952,14928,0.09986038432783458,0.75,0.9428571428571428,,,
1867,632536,14936,0.07843538773646162,1.0,1.0,,,
1868,632928,14944,0.07353280622706478,1.0,1.0,,,
1869,633448,14952,0.05048144418689457,1.0,1.0,,,
1870,633776,14960,0.06639410070537287,0.875,0.9814814814814815,,,
1871,634296,14968,0.097511803426052,0.75,0.975609756097561,,,
1872,634560,14976,0.06181004578557046,1.0,1.0,,,
1873,634760,14984,0.10353331997698624,0.75,0.9523809523809523,,,
1874,634960,14992,0.08799186972774141,0.875,0.9787234042553191,,,
1875,635288,15000,0.06949751308040508,1.0,1.0,,,
1876,635552,15008,0.09932846501089988,0.875,0.9811320754716981,,,
1877,635880,15016,0.07031195143433312,0.875,0.9705882352941176,,,
1878,636080,15024,0.10448300710328978,0.875,0.972972972972973,,,
1879,636408,15032,0.09035384160230345,1.0,1.0,,,
1880,636672,15040,0.08938617013332455,0.875,0.9830508474576272,,,
1881,636936,15048,0.08414925212110122,0.875,0.9864864864864865,,,
1882,637328,15056,0.07098250605833956,1.0,1.0,,,
1883,637592,15064,0.05691288633270793,1.0,1.0,,,
1884,638048,15072,0.08170254252321267,0.75,0.9482758620689655,,,
1885,638312,15080,0.08157503460682768,1.0,1.0,,,
1886,638704,15088,0.07777676933530099,0.875,0.9836065573770492,,,
1887,638904,15096,0.11488058880040591,0.875,0.98,,,
1888,639232,15104,0.09000951021756279,0.875,0.9777777777777777,,,
1889,639496,15112,0.11636484429163475,0.875,0.9791666666666666,,,
1890,639952,15120,0.0528249753900412,1.0,1.0,,,
1891,640280,15128,0.08451447179660466,0.875,0.9777777777777777,,,
1892,640608,15136,0.10739538942468445,0.875,0.9857142857142858,,,
1893,640808,15144,0.11369531129552117,0.75,0.9473684210526315,,,
1894,641200,15152,0.0765938531904262,1.0,1.0,,,
1895,641400,15160,0.06687426446426456,1.0,1.0,,,
1896,641792,15168,0.06611691639396404,0.875,0.98,,,
1897,642056,15176,0.07902770007530707,1.0,1.0,,,
1898,642384,15184,0.05537357216275908,1.0,1.0,,,
1899,642648,15192,0.09323899769325551,0.875,0.9824561403508771,,,
1900,643424,15200,0.04671826847790007,1.0,1.0,,,
1901,643624,15208,0.07642936349353634,1.0,1.0,,,
1902,644016,15216,0.06151071634079346,0.875,0.9824561403508771,,,
1903,644216,15224,0.11354174026389192,0.875,0.9791666666666666,,,
1904,644608,15232,0.07854082953476428,0.875,0.9859154929577465,,,
1905,644936,15240,0.10548996493234472,0.875,0.9827586206896551,,,
1906,645584,15248,0.07051094768859005,1.0,1.0,,,
1907,645912,15256,0.07881657469956731,1.0,1.0,,,
1908,646240,15264,0.10398284859778298,1.0,1.0,,,
1909,646440,15272,0.0744543814923387,1.0,1.0,,,
1910,646832,15280,0.06827838171315874,1.0,1.0,,,
1911,647096,15288,0.09048828678796336,0.875,0.98,,,
1912,647296,15296,0.09740450112359629,0.875,0.9824561403508771,0.10800269251478214,0.875,0.9811320754716981
1913,647752,15304,0.07031572108867842,1.0,1.0,,,
1914,648208,15312,0.08422966649835509,0.625,0.9387755102040817,,,
1915,648600,15320,0.09202601771012696,0.875,0.9827586206896551,,,
1916,648800,15328,0.1003194568430829,0.75,0.9615384615384616,,,
1917,649128,15336,0.05689564727985086,1.0,1.0,,,
1918,649456,15344,0.06896455190914907,1.0,1.0,,,
1919,649720,15352,0.09739546095314609,1.0,1.0,,,
1920,649984,15360,0.06769671999778028,0.875,0.9824561403508771,,,
1921,650248,15368,0.05916349087500667,1.0,1.0,,,
1922,650512,15376,0.07560980044189307,1.0,1.0,,,
1923,650840,15384,0.06625620349527025,1.0,1.0,,,
1924,651168,15392,0.07248652044832063,0.875,0.9791666666666666,,,
1925,651368,15400,0.10898735373773433,0.75,0.9636363636363636,,,
1926,651568,15408,0.08679844198841712,0.875,0.9807692307692307,,,
1927,651832,15416,0.07128379775152816,1.0,1.0,,,
1928,652032,15424,0.09214043886571611,1.0,1.0,,,
1929,652296,15432,0.05658238406964884,1.0,1.0,,,
1930,652624,15440,0.07330012815585579,1.0,1.0,,,
1931,653080,15448,0.05989436351276863,1.0,1.0,,,
1932,653536,15456,0.0876941087242908,1.0,1.0,,,
1933,653736,15464,0.07910981446828914,1.0,1.0,,,
1934,653936,15472,0.07739802625576479,1.0,1.0,,,
1935,654200,15480,0.07711067622614928,1.0,1.0,,,
1936,654528,15488,0.09047822550970866,1.0,1.0,,,
1937,654856,15496,0.08927454139321696,0.875,0.9848484848484849,,,
1938,655120,15504,0.09450591790481261,0.875,0.9795918367346939,,,
1939,655576,15512,0.08101267093240667,1.0,1.0,,,
1940,655840,15520,0.08390841039012233,0.875,0.9836065573770492,,,
1941,656360,15528,0.05694925554629063,1.0,1.0,,,
1942,656880,15536,0.07306249000130016,1.0,1.0,,,
1943,657336,15544,0.059386084658006724,1.0,1.0,,,
1944,657600,15552,0.08678506039582685,1.0,1.0,,,
1945,657864,15560,0.06805451104291645,1.0,1.0,,,
1946,658064,15568,0.06804215652646295,1.0,1.0,,,
1947,658392,15576,0.08103355270476274,0.875,0.9818181818181818,,,
1948,658592,15584,0.07089149211372904,0.875,0.9818181818181818,,,
1949,658856,15592,0.09724057103179025,1.0,1.0,,,
1950,659184,15600,0.05995991316381407,0.75,0.9565217391304348,,,
1951,659448,15608,0.08496982373185352,1.0,1.0,,,
1952,659776,15616,0.06080936736520141,1.0,1.0,,,
1953,660104,15624,0.050928700501075286,1.0,1.0,,,
1954,660496,15632,0.06801366018359427,1.0,1.0,,,
1955,660824,15640,0.06327107809819546,1.0,1.0,,,
1956,661024,15648,0.09282065408576338,1.0,1.0,,,
1957,661352,15656,0.05616432308830098,1.0,1.0,,,
1958,661872,15664,0.053620171438715364,0.875,0.9607843137254902,,,
1959,662200,15672,0.05061426844585465,1.0,1.0,,,
1960,662464,15680,0.05428189826022903,1.0,1.0,,,
1961,662728,15688,0.06819535394857752,1.0,1.0,,,
1962,663120,15696,0.0731161360392714,1.0,1.0,,,
1963,663576,15704,0.0711342087844781,1.0,1.0,,,
1964,664032,15712,0.058727881166692815,1.0,1.0,,,
1965,664232,15720,0.08645336662985463,0.875,0.9767441860465116,,,
1966,664432,15728,0.0884643924926627,1.0,1.0,,,
1967,664760,15736,0.11042163138893497,0.875,0.9736842105263158,,,
1968,664960,15744,0.09081993366500829,1.0,1.0,,,
1969,665480,15752,0.06094391628973568,0.75,0.9444444444444444,,,
1970,666064,15760,0.06595394522330575,0.75,0.9444444444444444,,,
1971,666328,15768,0.07492764744111716,1.0,1.0,,,
1972,666528,15776,0.09523178577301793,0.875,0.9761904761904762,,,
1973,666856,15784,0.06393759215046185,1.0,1.0,,,
1974,667120,15792,0.097992136248188,0.875,0.98,,,
1975,667320,15800,0.07573548114657931,1.0,1.0,,,
1976,667712,15808,0.059635458927889816,1.0,1.0,,,
1977,667976,15816,0.05174293966186241,1.0,1.0,,,
1978,668304,15824,0.056154139519637734,1.0,1.0,,,
1979,668504,15832,0.08797324813057632,1.0,1.0,,,
1980,668768,15840,0.07724079544737279,1.0,1.0,,,
1981,669096,15848,0.07168413678932808,1.0,1.0,,,
1982,669424,15856,0.05533610607948375,1.0,1.0,,,
1983,669880,15864,0.052110964266721904,1.0,1.0,,,
1984,670272,15872,0.08021203509571441,0.875,0.9807692307692307,,,
1985,670472,15880,0.08306650208039439,1.0,1.0,,,
1986,670736,15888,0.06435006107077053,1.0,1.0,,,
1987,671000,15896,0.08444726886224281,0.75,0.9607843137254902,,,
1988,671328,15904,0.05273788855275332,1.0,1.0,,,
1989,671528,15912,0.07820503707850104,0.875,0.9814814814814815,,,
1990,671920,15920,0.06777616962491921,1.0,1.0,,,
1991,672248,15928,0.07334022763281518,1.0,1.0,,,
1992,672576,15936,0.06217483348082496,1.0,1.0,,,
1993,672904,15944,0.0686837042148351,1.0,1.0,,,
1994,673232,15952,0.06963662352801706,0.875,0.9830508474576272,,,
1995,673624,15960,0.05890960619715682,1.0,1.0,,,
1996,673888,15968,0.06930829258009191,1.0,1.0,,,
1997,674344,15976,0.06635733506474305,1.0,1.0,,,
1998,674544,15984,0.06948781926054344,1.0,1.0,,,
1999,674872,15992,0.05619857211452729,0.875,0.9811320754716981,,,
2000,675072,16000,0.07462946142671002,1.0,1.0,,,
2001,675400,16008,0.07481129954406818,0.875,0.9787234042553191,,,
2002,675984,16016,0.049616406545339636,1.0,1.0,,,
2003,676312,16024,0.04456374926333041,1.0,1.0,,,
2004,676576,16032,0.0774245456023194,1.0,1.0,,,
2005,676840,16040,0.06860423803668399,1.0,1.0,,,
2006,677232,16048,0.10209276147567437,1.0,1.0,,,
2007,677560,16056,0.06977769898456401,1.0,1.0,,,
2008,678080,16064,0.050734382105499486,0.875,0.9855072463768116,,,
2009,678472,16072,0.058980610083924155,1.0,1.0,,,
2010,678800,16080,0.06623731807445861,1.0,1.0,0.08715978807283645,1.0,1.0
2011,679064,16088,0.0605351693761271,1.0,1.0,,,
2012,679456,16096,0.05048110818914147,1.0,1.0,,,
2013,679912,16104,0.056677305605216596,1.0,1.0,,,
2014,680432,16112,0.059039393563318464,1.0,1.0,,,
2015,680696,16120,0.08602379727671666,0.875,0.9824561403508771,,,
2016,680896,16128,0.08439611161348155,1.0,1.0,,,
2017,681352,16136,0.04838119122645429,1.0,1.0,,,
2018,681616,16144,0.057699779302480374,1.0,1.0,,,
2019,682008,16152,0.06072985450241456,1.0,1.0,,,
2020,682208,16160,0.07341006898397567,0.875,0.9795918367346939,,,
2021,682792,16168,0.06456738582699678,1.0,1.0,,,
2022,683120,16176,0.055870782783404495,1.0,1.0,,,
2023,683384,16184,0.06351956328370041,1.0,1.0,,,
2024,683776,16192,0.05778136442831657,1.0,1.0,,,
2025,684040,16200,0.09004137614511189,1.0,1.0,,,
2026,684240,16208,0.09561747915801266,1.0,1.0,,,
2027,684632,16216,0.04885101688942801,1.0,1.0,,,
2028,685024,16224,0.06682089973549939,1.0,1.0,,,
2029,685224,16232,0.10063882946338959,0.875,0.9574468085106383,,,
2030,685616,16240,0.07606441440902582,0.875,0.9850746268656716,,,
2031,686008,16248,0.06718615418796371,1.0,1.0,,,
2032,686464,16256,0.05597143220773233,1.0,1.0,,,
2033,686728,16264,0.07161593937567612,1.0,1.0,,,
2034,687056,16272,0.0809517108850556,0.75,0.95,,,
2035,687320,16280,0.07848263890536042,1.0,1.0,,,
2036,687648,16288,0.04874501467463291,1.0,1.0,,,
2037,687848,16296,0.07376745477917344,1.0,1.0,,,
2038,688112,16304,0.10930415251447623,0.875,0.9807692307692307,,,
2039,688312,16312,0.1007328836832398,1.0,1.0,,,
2040,688576,16320,0.06405091493409279,1.0,1.0,,,
2041,688968,16328,0.05655757425579958,0.875,0.9818181818181818,,,
2042,689232,16336,0.06796568257749694,1.0,1.0,,,
2043,689560,16344,0.06557206759950368,0.875,0.9848484848484849,,,
2044,690016,16352,0.09643741406254944,1.0,1.0,,,
2045,690408,16360,0.05539104633352542,0.875,0.9811320754716981,,,
2046,690736,16368,0.06689697656778677,1.0,1.0,,,
2047,691064,16376,0.07067801400186043,0.875,0.9811320754716981,,,
2048,691456,16384,0.06383134499399593,1.0,1.0,,,
2049,691912,16392,0.07007038434536438,1.0,1.0,,,
2050,692112,16400,0.08137290037200286,1.0,1.0,,,
2051,692568,16408,0.07892491562043723,0.875,0.9782608695652174,,,
2052,692960,16416,0.055823138195675415,0.75,0.9622641509433962,,,
2053,693288,16424,0.07505072383966092,1.0,1.0,,,
2054,693744,16432,0.08274930847091251,1.0,1.0,,,
2055,694136,16440,0.08371771856894035,1.0,1.0,,,
2056,694400,16448,0.07765029975366217,1.0,1.0,,,
2057,694728,16456,0.062193034338440346,0.875,0.9787234042553191,,,
2058,695056,16464,0.07210365088207539,0.875,0.9777777777777777,,,
2059,695576,16472,0.07611098201827517,0.75,0.9692307692307692,,,
2060,695968,16480,0.08388010132876798,0.875,0.9795918367346939,,,
2061,696360,16488,0.060910129506513054,0.875,0.9814814814814815,,,
2062,696688,16496,0.054216122359415954,1.0,1.0,,,
2063,696952,16504,0.06149772528328603,1.0,1.0,,,
2064,697216,16512,0.0843356109683493,0.875,0.9767441860465116,,,
2065,697736,16520,0.05461588066213675,1.0,1.0,,,
2066,698000,16528,0.06478207666314675,1.0,1.0,,,
2067,698328,16536,0.06154826217733785,1.0,1.0,,,
2068,698528,16544,0.07947619807941926,1.0,1.0,,,
2069,698856,16552,0.09481480117593895,0.875,0.9827586206896551,,,
2070,699120,16560,0.09984188458418983,0.875,0.9795918367346939,,,
2071,699320,16568,0.0793602168177726,1.0,1.0,,,
2072,699648,16576,0.06732247766467943,1.0,1.0,,,
2073,700040,16584,0.05089636674447712,1.0,1.0,,,
2074,700240,16592,0.10489395946664833,1.0,1.0,,,
2075,700632,16600,0.06810398035231915,0.875,0.9833333333333333,,,
2076,701088,16608,0.05624131405900558,1.0,1.0,,,
2077,701352,16616,0.08064827707217576,0.875,0.9811320754716981,,,
2078,701552,16624,0.08245379099182,0.875,0.9807692307692307,,,
2079,701944,16632,0.058873501586143934,1.0,1.0,,,
2080,702272,16640,0.0748122004596514,0.875,0.9803921568627451,,,
2081,702728,16648,0.06806199703218092,0.875,0.9787234042553191,,,
2082,702992,16656,0.05515885363833259,1.0,1.0,,,
2083,703256,16664,0.10056189410278149,0.875,0.9830508474576272,,,
2084,703712,16672,0.057309077317486315,1.0,1.0,,,
2085,704168,16680,0.05762090661301402,1.0,1.0,,,
2086,704496,16688,0.08180289577821168,1.0,1.0,,,
2087,704760,16696,0.07813914971368519,1.0,1.0,,,
2088,705152,16704,0.07902300397423347,0.75,0.9661016949152542,,,
2089,705352,16712,0.08240877226072967,1.0,1.0,,,
2090,705808,16720,0.07576473334050556,1.0,1.0,,,
2091,706072,16728,0.07874051642286412,1.0,1.0,,,
2092,706272,16736,0.0804393585461248,1.0,1.0,,,
2093,706792,16744,0.0549512430128547,0.875,0.9767441860465116,,,
2094,707248,16752,0.05939433734966938,1.0,1.0,,,
2095,707448,16760,0.0846383148443856,1.0,1.0,,,
2096,707776,16768,0.0735360857705569,0.875,0.9803921568627451,,,
2097,708104,16776,0.09537657066177736,1.0,1.0,,,
2098,708368,16784,0.08495852556687178,0.875,0.9824561403508771,,,
2099,708760,16792,0.06824847155697972,1.0,1.0,,,
2100,709088,16800,0.07428548262035327,1.0,1.0,,,
2101,709544,16808,0.059526566980590896,1.0,1.0,,,
2102,709808,16816,0.07841752977477846,1.0,1.0,,,
2103,710072,16824,0.08372316317438412,1.0,1.0,,,
2104,710336,16832,0.07516977261911723,1.0,1.0,,,
2105,710536,16840,0.07088838281976019,1.0,1.0,,,
2106,710800,16848,0.07200572660808997,1.0,1.0,0.07426994248056096,0.875,0.9830508474576272
2107,711448,16856,0.05499388048237604,1.0,1.0,,,
2108,712224,16864,0.04775508366668868,1.0,1.0,,,
2109,712552,16872,0.06417645498661576,0.875,0.9838709677419355,,,
2110,713008,16880,0.060668290501142356,1.0,1.0,,,
2111,713400,16888,0.07449931023213645,0.875,0.9795918367346939,,,
2112,713792,16896,0.0793522746758321,1.0,1.0,,,
2113,714056,16904,0.05441588500071486,1.0,1.0,,,
2114,714512,16912,0.058150928870441806,1.0,1.0,,,
2115,714968,16920,0.05580146413356809,1.0,1.0,,,
2116,715296,16928,0.07949606918218372,0.875,0.9859154929577465,,,
2117,715560,16936,0.05413312023475379,1.0,1.0,,,
2118,715824,16944,0.10321247521258242,0.75,0.9642857142857143,,,
2119,716024,16952,0.07163016917227552,0.875,0.9782608695652174,,,
2120,716416,16960,0.05698809773777211,1.0,1.0,,,
2121,716744,16968,0.06454124947559561,0.875,0.9791666666666666,,,
2122,717200,16976,0.050882240145820934,1.0,1.0,,,
2123,717592,16984,0.051564178713708164,1.0,1.0,,,
2124,718112,16992,0.060317526992614195,0.875,0.9821428571428571,,,
2125,718568,17000,0.06483703884546649,1.0,1.0,,,
2126,718896,17008,0.07585006801779529,1.0,1.0,,,
2127,719544,17016,0.04657398348156396,0.875,0.9830508474576272,,,
2128,719872,17024,0.0628176450685625,1.0,1.0,,,
2129,720264,17032,0.07594558065872796,1.0,1.0,,,
2130,720528,17040,0.05280818093629161,1.0,1.0,,,
2131,720728,17048,0.06559989889185872,1.0,1.0,,,
2132,721056,17056,0.08716428937698026,1.0,1.0,,,
2133,721512,17064,0.06941892297558366,1.0,1.0,,,
2134,721840,17072,0.0790842764402752,0.875,0.9827586206896551,,,
2135,722040,17080,0.10827496390784681,1.0,1.0,,,
2136,722432,17088,0.08249594745154919,1.0,1.0,,,
2137,722696,17096,0.06433272548170282,1.0,1.0,,,
2138,723088,17104,0.05171508359406841,1.0,1.0,,,
2139,723288,17112,0.10532939953868296,0.875,0.9803921568627451,,,
2140,723552,17120,0.0767363395063459,1.0,1.0,,,
2141,723816,17128,0.08355405460358382,1.0,1.0,,,
2142,724016,17136,0.14950814435080623,0.75,0.9583333333333334,,,
2143,724472,17144,0.05497362710460163,1.0,1.0,,,
2144,724736,17152,0.07190671888923915,1.0,1.0,,,
2145,724936,17160,0.08793363894050715,0.875,0.975609756097561,,,
2146,725200,17168,0.07885391767388404,1.0,1.0,,,
2147,725528,17176,0.058471177452869574,1.0,1.0,,,
2148,725920,17184,0.06759244770630808,0.875,0.984375,,,
2149,726248,17192,0.059060445184660616,0.875,0.9841269841269841,,,
2150,726448,17200,0.07938533674124831,1.0,1.0,,,
2151,726904,17208,0.06272805911009413,1.0,1.0,,,
2152,727104,17216,0.08828018286542809,1.0,1.0,,,
2153,727368,17224,0.061438910796771176,1.0,1.0,,,
2154,727888,17232,0.06425653446432307,1.0,1.0,,,
2155,728088,17240,0.07248778862267943,1.0,1.0,,,
2156,728480,17248,0.08789582722180127,0.875,0.9777777777777777,,,
2157,728744,17256,0.055952611765759386,1.0,1.0,,,
2158,729008,17264,0.09955941148336903,1.0,1.0,,,
2159,729336,17272,0.07090708263960774,1.0,1.0,,,
2160,729536,17280,0.07909055208342333,1.0,1.0,,,
2161,729800,17288,0.09085988283085791,0.875,0.98,,,
2162,730256,17296,0.07446169568588902,0.875,0.9841269841269841,,,
2163,730456,17304,0.09313652652437898,1.0,1.0,,,
2164,730656,17312,0.07977031379408793,1.0,1.0,,,
2165,731176,17320,0.034066467331872706,1.0,1.0,,,
2166,731504,17328,0.05125820291988661,1.0,1.0,,,
2167,731896,17336,0.05844490416664747,1.0,1.0,,,
2168,732160,17344,0.07925880668805364,0.875,0.9782608695652174,,,
2169,732552,17352,0.06344515598488841,0.875,0.9642857142857143,,,
2170,732752,17360,0.07297370765020783,1.0,1.0,,,
2171,733272,17368,0.05568452317586797,1.0,1.0,,,
2172,733600,17376,0.08966361628216271,0.875,0.9803921568627451,,,
2173,733992,17384,0.05310285446958627,0.875,0.9777777777777777,,,
2174,734256,17392,0.07009313828350945,1.0,1.0,,,
2175,734584,17400,0.05206415411109446,1.0,1.0,,,
2176,734912,17408,0.05359602039828942,1.0,1.0,,,
2177,735304,17416,0.07125168709612391,0.875,0.9772727272727273,,,
2178,735632,17424,0.06508114821508418,1.0,1.0,,,
2179,736024,17432,0.0441592676554678,1.0,1.0,,,
2180,736288,17440,0.07490388175805576,1.0,1.0,,,
2181,736552,17448,0.06144283236159041,1.0,1.0,,,
2182,736752,17456,0.09379001477847411,1.0,1.0,,,
2183,737144,17464,0.10981415216749475,1.0,1.0,,,
2184,737408,17472,0.08367481798056488,1.0,1.0,,,
2185,737736,17480,0.07929264141107836,0.875,0.9787234042553191,,,
2186,738256,17488,0.041983163981067086,1.0,1.0,,,
2187,738648,17496,0.07642443850542413,1.0,1.0,,,
2188,738912,17504,0.06965370820692024,1.0,1.0,,,
2189,739176,17512,0.07251965607955971,1.0,1.0,,,
2190,739440,17520,0.059687668206214586,1.0,1.0,,,
2191,739768,17528,0.06697953164625695,1.0,1.0,,,
2192,739968,17536,0.07760911545981973,1.0,1.0,,,
2193,740232,17544,0.08081642732036799,1.0,1.0,,,
2194,740752,17552,0.0466203660653141,1.0,1.0,,,
2195,741144,17560,0.07323202112410898,0.875,0.9821428571428571,,,
2196,741536,17568,0.07336783043675431,1.0,1.0,,,
2197,741736,17576,0.10488248827993647,0.875,0.9824561403508771,,,
2198,742192,17584,0.05407977550832841,0.875,0.9821428571428571,,,
2199,742456,17592,0.07629063659671087,1.0,1.0,,,
2200,742912,17600,0.0523667746860619,1.0,1.0,,,
2201,743112,17608,0.07801661855656311,0.875,0.9807692307692307,,,
2202,743504,17616,0.0620364587851199,1.0,1.0,0.0928009717232243,0.75,0.9591836734693877
2203,743832,17624,0.06028155631269222,0.875,0.9803921568627451,,,
2204,744096,17632,0.06824545119469416,1.0,1.0,,,
2205,744488,17640,0.07827688491267011,0.875,0.9852941176470589,,,
2206,744752,17648,0.07581723895965939,0.875,0.9777777777777777,,,
2207,745080,17656,0.05852222660671874,1.0,1.0,,,
2208,745472,17664,0.0795636241056665,0.875,0.9787234042553191,,,
2209,745800,17672,0.08732174197797773,0.875,0.9767441860465116,,,
2210,746064,17680,0.08368256028275653,0.875,0.9818181818181818,,,
2211,746392,17688,0.05938360067755808,1.0,1.0,,,
2212,746656,17696,0.07414143688081133,1.0,1.0,,,
2213,746920,17704,0.04653459780292849,1.0,1.0,,,
2214,747248,17712,0.06189078863108468,1.0,1.0,,,
2215,747448,17720,0.09222921282473405,1.0,1.0,,,
2216,747712,17728,0.06757332444966255,1.0,1.0,,,
2217,748168,17736,0.05025143178875895,1.0,1.0,,,
2218,748624,17744,0.06661026612161143,1.0,1.0,,,
2219,748888,17752,0.07354204556563912,1.0,1.0,,,
2220,749216,17760,0.06834911535458285,0.875,0.9841269841269841,,,
2221,749416,17768,0.06707879516395916,0.875,0.9803921568627451,,,
2222,749872,17776,0.05268409488431902,1.0,1.0,,,
2223,750200,17784,0.07712687312969728,1.0,1.0,,,
2224,750464,17792,0.08272474731847074,0.875,0.9791666666666666,,,
2225,750856,17800,0.058291981637485744,0.875,0.9795918367346939,,,
2226,751184,17808,0.0839794824175554,1.0,1.0,,,
2227,751512,17816,0.08095515682569766,0.625,0.9347826086956522,,,
2228,751968,17824,0.05798694325729264,1.0,1.0,,,
2229,752424,17832,0.056266424355719866,0.875,0.9787234042553191,,,
2230,752816,17840,0.0809995108136717,1.0,1.0,,,
2231,753272,17848,0.07673330667186493,1.0,1.0,,,
2232,753536,17856,0.06429793861665287,1.0,1.0,,,
2233,753800,17864,0.04790162665686967,1.0,1.0,,,
2234,754000,17872,0.11378576182501467,0.875,0.972972972972973,,,
2235,754456,17880,0.06411421939095029,1.0,1.0,,,
2236,754848,17888,0.0559989091769116,1.0,1.0,,,
2237,755112,17896,0.08620837239915456,0.875,0.9811320754716981,,,
2238,755376,17904,0.05329716052161104,1.0,1.0,,,
2239,755576,17912,0.07969361193230302,1.0,1.0,,,
2240,755840,17920,0.0643645661462981,1.0,1.0,,,
2241,756232,17928,0.07665745733943956,1.0,1.0,,,
2242,756432,17936,0.07590442918030214,1.0,1.0,,,
2243,756824,17944,0.10737929605587317,0.875,0.9830508474576272,,,
2244,757152,17952,0.08234055660310605,0.875,0.9827586206896551,,,
2245,757416,17960,0.07510397294492895,1.0,1.0,,,
2246,758000,17968,0.07105020245525101,1.0,1.0,,,
2247,758264,17976,0.0699442552634265,1.0,1.0,,,
2248,758528,17984,0.054611912850554535,1.0,1.0,,,
2249,758856,17992,0.08955715356262356,1.0,1.0,,,
2250,759248,18000,0.05643949942599044,0.875,0.9838709677419355,,,
2251,759512,18008,0.06330805475567078,1.0,1.0,,,
2252,759776,18016,0.058360359436127364,1.0,1.0,,,
2253,760168,18024,0.07323586907842622,1.0,1.0,,,
2254,760560,18032,0.06795951174423678,1.0,1.0,,,
2255,760824,18040,0.06902610170317448,0.875,0.9814814814814815,,,
