step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
429,141736,3432,0.13462578481458537,0.875,0.96,,,
430,141936,3440,0.1591645212111416,0.75,0.9672131147540983,,,
431,142328,3448,0.13754049365170148,0.25,0.8695652173913043,,,
432,142656,3456,0.1472587561323303,0.75,0.9666666666666667,,,
433,142920,3464,0.12500132552499396,0.625,0.9516129032258065,,,
434,143376,3472,0.10073488340581695,0.875,0.9655172413793104,,,
435,143640,3480,0.11007992890999105,0.5,0.9090909090909091,,,
436,144096,3488,0.08065355281575738,0.75,0.9523809523809523,,,
437,144488,3496,0.0833721726753159,0.75,0.9555555555555556,,,
438,144688,3504,0.1163065721070685,0.875,0.9807692307692307,,,
439,144952,3512,0.14174651636708457,0.625,0.9210526315789473,,,
440,145344,3520,0.12896674482300532,0.5,0.9215686274509803,,,
441,145544,3528,0.1630279232221857,0.75,0.967741935483871,,,
442,145936,3536,0.11079754894640222,0.75,0.9710144927536232,,,
443,146392,3544,0.11146841558970867,0.625,0.9333333333333333,,,
444,146656,3552,0.1233220669180966,0.875,0.98,,,
445,147048,3560,0.08246165295534762,0.875,0.9787234042553191,,,
446,147312,3568,0.12010754747559284,0.75,0.9607843137254902,,,
447,147576,3576,0.11275735613708981,0.75,0.9622641509433962,,,
448,147776,3584,0.1410334278913087,0.875,0.9795918367346939,,,
449,148104,3592,0.12250485240105813,0.5,0.92,,,
450,148816,3600,0.0701345425312933,0.875,0.9830508474576272,,,
451,149272,3608,0.08801683103525336,0.75,0.9666666666666667,,,
452,149728,3616,0.08401118159151419,0.5,0.9452054794520548,,,
453,149928,3624,0.13981278465236702,0.75,0.9545454545454546,,,
454,150192,3632,0.13346190465810767,0.75,0.967741935483871,,,
455,150392,3640,0.09034983026746797,1.0,1.0,,,
456,150656,3648,0.10899136828378353,0.75,0.9629629629629629,,,
457,150920,3656,0.14555273244229347,0.5,0.92,,,
458,151184,3664,0.10827919624619159,0.875,0.9767441860465116,,,
459,151576,3672,0.10183608673545214,0.75,0.9636363636363636,,,
460,151776,3680,0.15188422971176005,0.625,0.9333333333333333,,,
461,152040,3688,0.11024150143812968,0.625,0.9433962264150944,,,
462,152304,3696,0.11063381815190818,0.75,0.967741935483871,,,
463,152632,3704,0.10309993460994123,0.875,0.9565217391304348,,,
464,152960,3712,0.10362147489982718,0.75,0.96875,,,
465,153224,3720,0.14711016067852595,0.5,0.9259259259259259,,,
466,153744,3728,0.07989217262948742,0.875,0.98,,,
467,153944,3736,0.1282035281249506,0.75,0.9523809523809523,,,
468,154144,3744,0.16736928866719605,0.5,0.9322033898305084,,,
469,154344,3752,0.29086395727773545,0.375,0.8571428571428571,,,
470,154608,3760,0.1472685246237596,0.5,0.9333333333333333,,,
471,155064,3768,0.10526253515846885,0.75,0.967741935483871,,,
472,155264,3776,0.16787846319968114,0.75,0.9423076923076923,,,
473,155656,3784,0.1149700535025057,0.625,0.925,,,
474,155856,3792,0.17739780669324004,0.75,0.9574468085106383,,,
475,156184,3800,0.1260681213723562,0.75,0.9622641509433962,,,
476,156704,3808,0.09413371387509924,0.75,0.9629629629629629,,,
477,157032,3816,0.09322188038207999,0.875,0.9807692307692307,,,
478,157424,3824,0.1307673025838574,0.625,0.9285714285714286,,,
479,157880,3832,0.09692753153255906,0.5,0.9069767441860465,,,
480,158144,3840,0.11189307501443012,0.875,0.9692307692307692,,,
481,158600,3848,0.09744123570658537,0.75,0.978494623655914,,,
482,158800,3856,0.18183615599449302,0.375,0.8780487804878049,,,
483,159000,3864,0.14488693029565916,0.75,0.9583333333333334,,,
484,159456,3872,0.06024221991518531,0.875,0.9772727272727273,,,
485,159720,3880,0.10286778120360046,0.75,0.9607843137254902,0.14368949019798194,0.625,0.953125
486,159920,3888,0.21008536512147583,0.375,0.8775510204081632,,,
487,160312,3896,0.10696949068048744,0.5,0.9148936170212766,,,
488,160576,3904,0.15730002371437485,0.625,0.9361702127659575,,,
489,160840,3912,0.10835129285322577,0.625,0.94,,,
490,161104,3920,0.114685551650785,1.0,1.0,,,
491,161432,3928,0.10993204046724062,0.875,0.9811320754716981,,,
492,161632,3936,0.1597376625522827,0.75,0.9642857142857143,,,
493,162088,3944,0.1652310264444373,0.625,0.9473684210526315,,,
494,162544,3952,0.09416251132617472,0.75,0.9375,,,
495,162872,3960,0.13802873584455697,0.875,0.9787234042553191,,,
496,163200,3968,0.10707453924685698,0.75,0.96,,,
497,163400,3976,0.14020849273206057,0.625,0.9090909090909091,,,
498,163984,3984,0.08084938576970657,0.75,0.9636363636363636,,,
499,164504,3992,0.09887517192845094,0.75,0.9722222222222222,,,
500,165024,4000,0.10181218847932472,0.5,0.9245283018867925,,,
501,165288,4008,0.20766950445262808,0.375,0.8695652173913043,,,
502,165488,4016,0.1593711866568447,0.625,0.9433962264150944,,,
503,165752,4024,0.09789956284304965,0.875,0.9795918367346939,,,
504,166144,4032,0.12254536640649626,0.75,0.9615384615384616,,,
505,166344,4040,0.21530504717269539,0.375,0.875,,,
506,166608,4048,0.0837174108885577,0.75,0.9615384615384616,,,
507,167000,4056,0.11108921656910319,0.75,0.9629629629629629,,,
508,167328,4064,0.09806019760291407,0.625,0.9411764705882353,,,
509,167592,4072,0.10152072288935159,0.875,0.98,,,
510,167984,4080,0.12326553807899975,0.625,0.9482758620689655,,,
511,168312,4088,0.12127550064863384,0.5,0.9148936170212766,,,
512,168576,4096,0.08876454903273336,1.0,1.0,,,
513,168968,4104,0.09420924526520195,0.5,0.9259259259259259,,,
514,169360,4112,0.07338411103807581,0.75,0.96875,,,
515,169752,4120,0.12771438893636522,0.5,0.8979591836734694,,,
516,170272,4128,0.06680873437810249,0.875,0.9795918367346939,,,
517,170664,4136,0.10927999910861436,0.875,0.9859154929577465,,,
518,170928,4144,0.1242900794766598,0.75,0.9622641509433962,,,
519,171128,4152,0.14587530339281898,0.75,0.96,,,
520,171520,4160,0.0951924772305257,0.625,0.9558823529411765,,,
521,171912,4168,0.10608646756056833,0.75,0.9622641509433962,,,
522,172304,4176,0.09955454311173782,0.875,0.9830508474576272,,,
523,172568,4184,0.07485059127040776,0.875,0.9761904761904762,,,
524,172896,4192,0.128915315346415,0.625,0.9230769230769231,,,
525,173288,4200,0.07699154061830527,1.0,1.0,,,
526,173552,4208,0.181103281315718,0.625,0.9361702127659575,,,
527,173752,4216,0.13869004550440045,0.625,0.9333333333333333,,,
528,174208,4224,0.0758307332191401,0.875,0.9814814814814815,,,
529,174408,4232,0.12631471280493806,0.875,0.9818181818181818,,,
530,174672,4240,0.09975331645159874,0.75,0.9473684210526315,,,
531,175064,4248,0.08619898594162817,0.875,0.9814814814814815,,,
532,175328,4256,0.1119003248497336,0.875,0.9787234042553191,,,
533,175592,4264,0.16351716301132818,0.625,0.8604651162790697,,,
534,176048,4272,0.09733199274065986,0.625,0.9375,,,
535,176568,4280,0.07867146354152439,0.625,0.94,,,
536,176832,4288,0.15917608827732366,0.75,0.9642857142857143,,,
537,177096,4296,0.09177334809108117,1.0,1.0,,,
538,177552,4304,0.10449185127048233,0.25,0.9041095890410958,,,
539,177752,4312,0.1448997875680713,0.75,0.9375,,,
540,178016,4320,0.08496894385496107,0.875,0.9791666666666666,,,
541,178280,4328,0.10302779479435742,1.0,1.0,,,
542,178992,4336,0.07700433800705157,0.625,0.9183673469387755,,,
543,179192,4344,0.14546847679371241,1.0,1.0,,,
544,179456,4352,0.09668191481244436,1.0,1.0,,,
545,180040,4360,0.09869055068996287,0.625,0.94,,,
546,180304,4368,0.14805892574072743,0.625,0.9444444444444444,,,
547,180760,4376,0.07828270820080953,0.75,0.967741935483871,,,
548,181152,4384,0.09850460854190811,0.75,0.967741935483871,,,
549,181672,4392,0.07811195362570231,0.75,0.9545454545454546,,,
550,181872,4400,0.11100014682447656,0.875,0.9772727272727273,,,
551,182200,4408,0.07931489619424781,1.0,1.0,,,
552,182656,4416,0.10241079033229182,0.5,0.9111111111111111,,,
553,182984,4424,0.11435687502350449,0.875,0.9807692307692307,,,
554,183440,4432,0.10775551739012378,0.75,0.967741935483871,,,
555,183640,4440,0.09476397511196145,0.875,0.9736842105263158,,,
556,183840,4448,0.11550034387299962,0.875,0.9814814814814815,,,
557,184168,4456,0.11679035232487082,0.875,0.9824561403508771,,,
558,184496,4464,0.07128903189916429,0.875,0.975,,,
559,184824,4472,0.11246212635832604,0.625,0.9230769230769231,,,
560,185344,4480,0.09122423156335646,0.625,0.9565217391304348,,,
561,185608,4488,0.09552960781938644,0.875,0.9827586206896551,,,
562,186064,4496,0.0998692211355638,0.5,0.9111111111111111,,,
563,186392,4504,0.11188187212684511,0.75,0.9636363636363636,,,
564,186720,4512,0.10685936074566271,0.75,0.9607843137254902,,,
565,187048,4520,0.10190606129649993,0.875,0.9795918367346939,,,
566,187504,4528,0.10473465451026778,0.75,0.96875,,,
567,187768,4536,0.10956489665024428,0.75,0.9682539682539683,,,
568,188224,4544,0.07469731112063585,0.625,0.9482758620689655,,,
569,188680,4552,0.07484014070369774,0.875,0.9830508474576272,,,
570,188880,4560,0.11197143622346561,0.75,0.9574468085106383,,,
571,189400,4568,0.08604857911918984,0.875,0.9824561403508771,,,
572,189600,4576,0.15485910529676708,0.625,0.9361702127659575,,,
573,190184,4584,0.09532381950450758,0.75,0.9642857142857143,,,
574,190384,4592,0.09607858446297257,1.0,1.0,,,
575,190776,4600,0.12509986387730362,0.875,0.9791666666666666,,,
576,190976,4608,0.09785702841122468,0.875,0.9622641509433962,,,
577,191240,4616,0.10430487594798984,0.75,0.971830985915493,,,
578,191568,4624,0.07517586102623483,1.0,1.0,,,
579,191960,4632,0.10204265193573957,0.875,0.9814814814814815,,,
580,192352,4640,0.11610953900812364,0.75,0.9642857142857143,0.13641000733214526,0.5,0.9130434782608695
581,192680,4648,0.18930451501425125,0.5,0.9310344827586207,,,
582,193072,4656,0.13072311516511187,0.75,0.9464285714285714,,,
583,193656,4664,0.05780779787811684,0.875,0.9861111111111112,,,
584,194304,4672,0.07930268697522266,0.875,0.9807692307692307,,,
585,194696,4680,0.1020869953345624,0.875,0.9830508474576272,,,
586,195024,4688,0.06521182938888814,1.0,1.0,,,
587,195352,4696,0.13082948772440184,0.75,0.9591836734693877,,,
588,195808,4704,0.08620226445363448,1.0,1.0,,,
589,196008,4712,0.12928351943103614,0.75,0.9555555555555556,,,
590,196400,4720,0.10434218670873535,0.625,0.9166666666666666,,,
591,196728,4728,0.08225432096358362,0.875,0.9787234042553191,,,
592,197120,4736,0.10991905071361348,0.875,0.9821428571428571,,,
593,197448,4744,0.12308157836103391,0.75,0.9591836734693877,,,
594,197840,4752,0.09217108223593277,0.75,0.9523809523809523,,,
595,198232,4760,0.10553840007439752,0.625,0.9464285714285714,,,
596,198624,4768,0.0637034518975966,0.875,0.9761904761904762,,,
597,198888,4776,0.1481778161529263,0.75,0.9215686274509803,,,
598,199280,4784,0.12510225711991543,0.25,0.8571428571428571,,,
599,199672,4792,0.08883940292832077,0.625,0.9375,,,
600,199872,4800,0.11067997061381762,0.875,0.9782608695652174,,,
601,200200,4808,0.12387567986304819,0.625,0.9433962264150944,,,
602,200592,4816,0.1064110299580842,0.625,0.9423076923076923,,,
603,200920,4824,0.12162161435140262,0.625,0.9302325581395349,,,
604,201248,4832,0.10473852045940704,0.75,0.9629629629629629,,,
605,201576,4840,0.10237928984619545,0.75,0.9545454545454546,,,
606,201776,4848,0.18419742475106868,1.0,1.0,,,
607,202168,4856,0.07512615338178937,0.875,0.9787234042553191,,,
608,202368,4864,0.1939769469067376,0.875,0.9591836734693877,,,
609,202824,4872,0.09531554770934221,0.875,0.9841269841269841,,,
610,203088,4880,0.09659806589171077,0.875,0.9791666666666666,,,
611,203416,4888,0.09701415432735189,0.75,0.9534883720930233,,,
612,203872,4896,0.09857058881106621,0.625,0.9230769230769231,,,
613,204072,4904,0.1016635472613795,1.0,1.0,,,
614,204336,4912,0.11575340988349582,0.875,0.9807692307692307,,,
615,204664,4920,0.0935291659808712,0.75,0.9622641509433962,,,
616,204928,4928,0.18365814131401664,0.5,0.9193548387096774,,,
617,205192,4936,0.10649545328665297,0.625,0.9375,,,
618,205456,4944,0.10784211777993705,0.875,0.9782608695652174,,,
619,205848,4952,0.08672023152119836,0.75,0.971830985915493,,,
620,206112,4960,0.17908931925496815,0.375,0.8888888888888888,,,
621,206568,4968,0.10707381046793461,0.875,0.9787234042553191,,,
622,206768,4976,0.15682224158961164,0.875,0.9743589743589743,,,
623,207032,4984,0.15600410360142902,0.625,0.9148936170212766,,,
624,207424,4992,0.10298442893468585,0.875,0.9827586206896551,,,
625,207816,5000,0.09788302775480866,0.625,0.9361702127659575,,,
626,208016,5008,0.13028931040641112,0.75,0.95,,,
627,208344,5016,0.1597931533673293,0.625,0.9354838709677419,,,
628,208992,5024,0.0832691524034386,0.75,0.9574468085106383,,,
629,209192,5032,0.15503854267796177,0.875,0.9807692307692307,,,
630,209584,5040,0.10899091069376259,0.75,0.9534883720930233,,,
631,209784,5048,0.11166979911479062,0.75,0.9574468085106383,,,
632,209984,5056,0.21548905297281729,0.375,0.8205128205128205,,,
633,210312,5064,0.08773335152047594,0.75,0.9583333333333334,,,
634,210960,5072,0.0720162917083212,0.875,0.9574468085106383,,,
635,211224,5080,0.10358056213310719,0.75,0.9714285714285714,,,
636,211488,5088,0.1012172201051641,0.75,0.9545454545454546,,,
637,211816,5096,0.10912349320992065,0.625,0.9444444444444444,,,
638,212016,5104,0.14848119122198494,0.875,0.9736842105263158,,,
639,212344,5112,0.10571115904350166,0.875,0.9692307692307692,,,
640,212864,5120,0.08242843756688548,0.75,0.9523809523809523,,,
641,213256,5128,0.11992335407673525,0.875,0.9772727272727273,,,
642,213712,5136,0.07651727423171217,0.75,0.9666666666666667,,,
643,214040,5144,0.11289015076194062,0.875,0.9743589743589743,,,
644,214432,5152,0.13615116018538911,0.375,0.9016393442622951,,,
645,214760,5160,0.08334805006915985,1.0,1.0,,,
646,215088,5168,0.12265174561643151,0.5,0.9259259259259259,,,
647,215480,5176,0.11698308312850543,0.5,0.9354838709677419,,,
648,215808,5184,0.14296327138826656,0.875,0.9833333333333333,,,
649,216008,5192,0.10840131446847372,1.0,1.0,,,
650,216272,5200,0.09759517656719227,0.875,0.9777777777777777,,,
651,216536,5208,0.10361292000091356,0.875,0.9795918367346939,,,
652,216736,5216,0.17245404584628354,0.75,0.9615384615384616,,,
653,217000,5224,0.14828197948048,0.5,0.9111111111111111,,,
654,217264,5232,0.11884688239488028,0.625,0.9433962264150944,,,
655,217528,5240,0.0994482750774054,0.875,0.9682539682539683,,,
656,217856,5248,0.10313769229589212,0.875,0.9833333333333333,,,
657,218056,5256,0.10153040668495848,0.875,0.98,,,
658,218384,5264,0.10921987759159224,0.625,0.9454545454545454,,,
659,218648,5272,0.09363962411395904,1.0,1.0,,,
660,219040,5280,0.08958464322532227,1.0,1.0,,,
661,219624,5288,0.11142536077187942,0.75,0.9629629629629629,,,
662,220464,5296,0.07326457838884318,0.875,0.9814814814814815,,,
663,220920,5304,0.10954085154317081,0.875,0.9838709677419355,,,
664,221184,5312,0.09472487155577003,1.0,1.0,,,
665,221448,5320,0.12881768487368442,0.75,0.9622641509433962,,,
666,221840,5328,0.11044373747318682,0.75,0.9661016949152542,,,
667,222296,5336,0.09806943503559289,0.875,0.9814814814814815,,,
668,222688,5344,0.116003465373968,0.625,0.9318181818181818,,,
669,222952,5352,0.11272036627420229,0.875,0.9777777777777777,,,
670,223408,5360,0.0968830095942644,0.625,0.926829268292683,,,
671,223800,5368,0.11139619281850743,0.625,0.9464285714285714,,,
672,224128,5376,0.12326479638799981,0.75,0.9591836734693877,,,
673,224456,5384,0.0837928561730064,0.875,0.9795918367346939,,,
674,224720,5392,0.13781572699065148,0.625,0.9423076923076923,,,
675,224984,5400,0.12525936476305208,0.75,0.9534883720930233,0.10421874452411861,0.75,0.9558823529411765
676,225440,5408,0.11571098203654955,0.625,0.9423076923076923,,,
677,225896,5416,0.08009187230032637,1.0,1.0,,,
678,226096,5424,0.20256382914117788,0.75,0.9148936170212766,,,
679,226360,5432,0.14014673665397767,0.875,0.9743589743589743,,,
680,226944,5440,0.058464356477849345,1.0,1.0,,,
681,227272,5448,0.07862924689827142,0.875,0.9777777777777777,,,
682,227536,5456,0.10298328182962423,0.75,0.9622641509433962,,,
683,227864,5464,0.1254484473568745,0.875,0.9622641509433962,,,
684,228128,5472,0.141794881210841,0.75,0.9655172413793104,,,
685,228328,5480,0.10648333374983898,0.75,0.9565217391304348,,,
686,228656,5488,0.13632259461766844,0.5,0.8888888888888888,,,
687,228984,5496,0.12191739471333733,0.75,0.9555555555555556,,,
688,229376,5504,0.10549435128426422,0.625,0.9387755102040817,,,
689,229768,5512,0.13880356365124344,0.75,0.9682539682539683,,,
690,230032,5520,0.10420998689694443,0.875,0.9777777777777777,,,
691,230360,5528,0.11015447745495735,0.75,0.9649122807017544,,,
692,230688,5536,0.08436809229773631,1.0,1.0,,,
693,231080,5544,0.09778894960483414,0.875,0.9807692307692307,,,
694,231408,5552,0.11387737964181158,0.875,0.9523809523809523,,,
695,231864,5560,0.10820429935492523,0.625,0.9552238805970149,,,
696,232128,5568,0.13062440165910694,0.625,0.9333333333333333,,,
697,232456,5576,0.15933188535401382,0.75,0.9591836734693877,,,
698,232848,5584,0.1399338940564898,0.625,0.9423076923076923,,,
699,233176,5592,0.08813906463182661,0.875,0.9838709677419355,,,
700,233440,5600,0.14050491078085547,0.375,0.9305555555555556,,,
701,233768,5608,0.10008069787613467,0.875,0.9824561403508771,,,
702,234032,5616,0.097969294701835,0.75,0.95,,,
703,234296,5624,0.09697401620277546,0.75,0.9629629629629629,,,
704,234560,5632,0.09238803042296642,0.875,0.9824561403508771,,,
705,234824,5640,0.10594743962541957,0.75,0.9615384615384616,,,
706,235088,5648,0.1230314083230553,0.75,0.9361702127659575,,,
707,235416,5656,0.10312380552498183,0.75,0.9591836734693877,,,
708,235744,5664,0.09997168078209087,0.875,0.9803921568627451,,,
709,236008,5672,0.09893357110873106,1.0,1.0,,,
710,236208,5680,0.15791745210220068,0.625,0.92,,,
711,236536,5688,0.07421152955222057,1.0,1.0,,,
712,236992,5696,0.10974871674897194,0.625,0.9454545454545454,,,
713,237320,5704,0.0990395067680015,0.875,0.9811320754716981,,,
714,237840,5712,0.08125508541150835,0.75,0.9622641509433962,,,
715,238040,5720,0.1844090119697062,0.375,0.8809523809523809,,,
716,238304,5728,0.1353689873870236,0.875,0.9861111111111112,,,
717,238696,5736,0.08692510931613395,0.875,0.9821428571428571,,,
718,239088,5744,0.09549803242587508,0.75,0.9710144927536232,,,
719,239352,5752,0.07624253117022839,0.875,0.9782608695652174,,,
720,239744,5760,0.07462772666016142,0.875,0.9795918367346939,,,
721,240136,5768,0.10085872188725076,0.875,0.9818181818181818,,,
722,240592,5776,0.09276077566715628,0.625,0.9387755102040817,,,
723,241176,5784,0.09628905580570074,0.75,0.9491525423728814,,,
724,241632,5792,0.1480808191399981,0.5,0.9452054794520548,,,
725,242088,5800,0.08089501716099079,0.875,0.9795918367346939,,,
726,242416,5808,0.14460513066900715,0.75,0.9552238805970149,,,
727,242680,5816,0.09970885249339786,0.875,0.9838709677419355,,,
728,243136,5824,0.08742164554133235,0.875,0.9791666666666666,,,
729,243464,5832,0.09648167090381732,0.75,0.9583333333333334,,,
730,243856,5840,0.08366029914309932,1.0,1.0,,,
731,244312,5848,0.10837587541118107,0.75,0.9574468085106383,,,
732,244704,5856,0.1230110558335099,0.625,0.9347826086956522,,,
733,244968,5864,0.1448950277793827,0.75,0.9574468085106383,,,
734,245360,5872,0.10245016371017235,0.625,0.94,,,
735,245880,5880,0.07572395788821018,0.875,0.9866666666666667,,,
736,246208,5888,0.0891238467476012,0.875,0.9824561403508771,,,
737,246536,5896,0.08753807147755767,0.625,0.9565217391304348,,,
738,246736,5904,0.13742512403989646,0.75,0.9574468085106383,,,
739,247064,5912,0.09248844226937535,0.875,0.9841269841269841,,,
740,247264,5920,0.1455760418978637,0.875,0.9642857142857143,,,
